SND_studie	SND_dataset	SND_version	Utterance ID No	Utterance	Stance category	second stance category	third	fourth	fifth	Utterance word length			
1037	1	1.0	892	The European Council will also have to start to deal with Cameron's demand to extricate the United Kingdom from the historic mission of 'ever closer union'.	prediction	necessity				26			
1037	1	1.0	893	The UK will not take a different path to the same destination, but a different path to a different place.	prediction	contrariety				20			
1037	1	1.0	894	In fact Cameron’s dangerous play of showing EU failures while hoping for reforms towards more national sovereignty to win a Yes might backfire, with increasing numbers of Tory eurosceptics seriously considering Brexit.	prediction	uncertainty				32			
1037	1	1.0	895	'Mirror' subsidies and R&D funds might be employed to keep industries on a level playing field with EU competitors.	prediction					19			
1037	1	1.0	896	With the flexibility of independence and a beefed-up Foreign Office, sympathetic government and appropriate policies, even these pro-EU industries might see benefits from exit.	prediction	uncertainty				24			
1037	1	1.0	897	Onto TTIP, the trade deal being negotiated secretly with America will ‘harmonise’ regulations between the EU and USA, as well as, empowering corporations and privatisations.	prediction					25			
1037	1	1.0	898	JEWISH KING JESUS IS COMING AT THE RAPTURE FOR US IN THE CLOUDS-DON'T MISS IT FOR THE WORLD.	prediction	necessity				18			
1037	1	1.0	899	And it could also be necessary to guarantee a positive vote in other countries.	prediction	necessity	uncertainty			14			
1037	1	1.0	900	YOU WILL JUST THINK THEIR BOTH THE SAME.	prediction					8			
1037	1	1.0	901	My expectation is that threats – especially credible ones – about the consequences of leaving will play a key role in moving undecided voters.	prediction					24			
1037	1	1.0	902	In the context of the UK referendum, Cameron has therefore provided the basic ingredients that could turn the referendum into a popularity test.	prediction	uncertainty				23			
1037	1	1.0	903	On the one hand, as some Tory MPs will clearly cause internal division, this might suggest that Cameron will have a hard time convincing Conservative voters of a ‘Bremain’.	prediction	uncertainty	certainty	source of knowledge		29			
1037	1	1.0	904	Realistically, the best they can hope for is one MSP, taken from the SNP.	prediction					14			
1037	1	1.0	905	That will be hailed, rightly, as a severe set-back for the SNP, and severe set-backs for the SNP tend to be severe set-backs for independence as a whole.	prediction					28			
1037	1	1.0	906	People can argue that the models are wrong because it's all very complex, and maybe that will prove to be so.	prediction	uncertainty				21			
1037	1	1.0	907	In that case I'm not seeing how two or three more of them is going to make a huge amount of difference.	prediction	hypotheticality				22			
1037	1	1.0	908	A year before the 2011 Holyrood election, it looked like Iain Gray would be FM.	prediction	source of knowledge	uncertainty			15			
1037	1	1.0	909	the BT campaign will be reduced to a pro union song written by david bowie	prediction					15			
1037	1	1.0	910	I think I can safely bet on support for indy not reaching 55-60% before next May.	prediction	uncertainty				16			
1037	1	1.0	911	But the SNP may have to buy them off with something.	prediction	necessity	uncertainty			11			
1037	1	1.0	912	The result could be a complete and utter brain boggling mess that political scientists will pour over for years;	prediction	uncertainty				19			
1037	1	1.0	913	I'm a lot smarter than likely to fall for a cheap scam to strip the SNP of seats and influence in favour of the Greens.	prediction					25			
1037	1	1.0	914	We have a popular leader who is in touch with the scottish public and can easily outperform any of the other unionist party leaders.	prediction					24			
1037	1	1.0	915	I don't think this can last.	prediction	uncertainty				6			
1037	1	1.0	916	They'll want to savour this - not blast both feet off 5 minutes after returning to power.	prediction	contrariety				17			
1037	1	1.0	917	I'm sure she probably wants to avoid that hence it wont happen.	prediction	certainty				12			
1037	1	1.0	918	They can't keep this up forever.	prediction					6			
1037	1	1.0	919	Granted, his party may commit regicide in the process, but the pressure on Cameron to postpone a referendum would be immense.	prediction	agreement/disagreement	contrariety	hypotheticality	uncertainty	21			
1037	1	1.0	920	Don’t think I’ll live long enough to see the repercussions that are going to occur but am sure they’re going to be bad bad bad.	prediction					25			
1037	1	1.0	921	All in all, continuing the current policy of sticky plasters on a leaky dam isn’t going to cut it.	prediction					19			
1037	1	1.0	922	‘They’ll trade alright, but any post brexit EU trade agreement will have a stiff price attached as Norway will testify.	prediction	contrariety				20			
1037	1	1.0	923	as for brexit …….. its simply not going to happen.	prediction	certainty				10			
1037	1	1.0	924	But this is increasingly untenable.	prediction					5			
1037	1	1.0	925	The worry is that many current European national leaders might support this agenda.	prediction	source of knowledge	uncertainty			13			
1037	1	1.0	926	It's been going for too long, 64 years too long and as Rod Liddel put it, northern Europe can never be united in a federal effort with any of the latino-southern Europe nations.	prediction	source of knowledge				33			
1037	1	1.0	927	As a result, whatever happens in China, the world’s second biggest economy, may certainly have a snowball effect in all the world economy especially in the biggest trade partners.	prediction	uncertainty				29			
1037	1	1.0	928	However, as I have mentioned before, the dairy product prices, Chinese economy and the expectation of further interest rate cut will have a big negative impact on NZD so on the pair.	prediction					32			
1037	1	1.0	929	It will not be possible to avoid economic arguments entirely.	prediction	certainty				10			
1037	1	1.0	930	Therefore, the West is in great danger of being taken back 1400 years to a bygone age, an altogether less enlightened age, a dark age.	prediction					25			
1037	1	1.0	931	So, it faces tough reaction.	prediction					5			
1037	1	1.0	932	And that’s on its way now, as opinion firms up in support of the EU, with 68 percent in this survey broadly in favour of UK membership – far more than would vote for any particular political party.	prediction	source of knowledge	contrariety			38			
1037	1	1.0	933	They will get an additional 100 billion in aide they will still have to pay back.	prediction					16			
1037	1	1.0	934	Enforced credit and no free bargaining means there will be no disposable income as we have understood the term.	prediction					19			
1037	1	1.0	935	Martha Stewart Living Omnimedia Inc is nearing an agreement to sell itself to Sequential Brands Group Inc .	prediction					18			
1037	1	1.0	936	It is a possible path, which implies that the dominating actors of polyarchy will be unable to unite and react efficiently.	prediction	uncertainty				21			
1037	1	1.0	937	The second risk is some experiments could be designed intentionally by mischievous minds to lead to failure.	prediction	uncertainty				17			
1037	1	1.0	938	The risk is from some lobbies and elite elements, and they will react to the perspective of losing power to common citizens, not to the aggressiveness of some kleroterians!	prediction	contrariety				29			
1037	1	1.0	939	America will remain the same glorious republic she has always been.	prediction					11			
1037	1	1.0	940	It will bear reading a second time.	prediction					7			
1037	1	1.0	941	That's also the future the IN tories can look forward to from now on, win or lose.	prediction					17			
1037	1	1.0	942	Any of these issues could dominate the European Council’s agenda: each could alter the fundamental character of the Union.	prediction	uncertainty				19			
1037	1	1.0	943	Regardless of what happens in the Donbass, by the end of the year, investigators will have published their official findings into the shooting down of flight MH17, which killed 298 people.	prediction	contrariety				31			
1037	1	1.0	944	And a focus on Libya makes sense at first, but smugglers could soon exploit the route of least resistance by shifting their activities to other parts of the North African coast.	prediction	contrariety	uncertainty			31			
1037	1	1.0	945	The tough debate in the European Council will, however, be less about the military mission or the EU’s foreign policy response, and more about migration’s ramifications within the EU.	prediction	contrariety				29			
1037	1	1.0	946	He hopes to get results before an in-out referendum on EU membership, which may well take place in autumn 2016.	prediction	uncertainty				20			
1037	1	1.0	947	The beast is wounded – probably mortally – but it will take an inordinately long time to die and in its prolonged death throes it will devastate whole nations’ economies, living standards and dignity.	prediction	uncertainty	contrariety			34			
1037	1	1.0	948	In mainland Europe the Eurosceptic profile is increasingly youthful.	prediction					9			
1037	1	1.0	949	Beyond the potential for the first eurozone exit, Greece could be at risk of becoming a failed state -- an outcome that would pose a multi-dimensional threat to the rest of Europe.	prediction	contrariety	hypotheticality	uncertainty		32			
1037	1	1.0	950	It won’t be easy, it’ll be hard and as activists we will flight every election, every campaign with the vigour and the passion that Norman will bring as leader.	prediction					29			
1037	1	1.0	951	Countries like Greece, Portugal, Spain and Italy will go into that recession with historically high unemployment, and burdened by massive debt.	prediction					21			
1037	1	1.0	952	I foresee Cameron coming back with derisory concessions, which will turn the tide of public opinion against membership.	prediction					18			
1037	1	1.0	953	Another possibility might be to use the Holyrood election to seek a mandate to negotiate FFA with the UK government - with an explicit indication of what the consequences will be if Cameron ignores that mandate.	prediction	hypotheticality	uncertainty			36			
1037	1	1.0	954	The SNP are never going to waste a referendum on FFA.	prediction					11			
1037	1	1.0	955	But I don't see how they can just mark time on the constitution for the next five years - that bird has well and truly flown.	prediction	uncertainty				26			
1037	1	1.0	956	My own belief is that maximum self-government will be fantastic for the Scottish economy.	prediction	uncertainty				14			
1037	1	1.0	957	They'll have extensive redistributive powers at their disposal.	prediction					8			
1037	1	1.0	958	They will become increasingly disillusioned as time passes them by with no indyref 2.	prediction					14			
1037	1	1.0	959	Brexit might be another turning point, but it might not.	prediction	contrariety	uncertainty			10			
1037	1	1.0	960	Although attempts to compare Scotland and Greece are bollocks, the Greek crisis may give many pro-Europe Scots cause to question their views.	prediction	contrariety	tact/rudeness	uncertainty		22			
1037	1	1.0	961	There's no chance we'll get a majority support for independence or FFA until Scotland's finances are in a stronger place, trying in the next few years could cause us great damage in the longer term.	prediction	certainty	hypotheticallity			35			
1037	1	1.0	962	To start with he was a little sketchy about the dates that this was likely to happen; although it is looking more and more likely to happen by the end of 2017, if not earlier.	prediction	contrariety	source of knowledge	uncertainty		35			
1037	1	1.0	963	Greece will be in technical default tomorrow when they can't pay the IMF the $1.6 billion.	prediction					16			
1037	1	1.0	964	There is the potential for so many things to change and maybe get worse.	prediction	uncertainty				14			
1037	1	1.0	965	This means that we will still be able to trade with Europe without huge new taxes and costs being imposed.	prediction					20			
1037	1	1.0	966	There will be no loss of confidence in British business, no bank crashes or anything of the sort.	prediction					18			
1037	1	1.0	967	From the polls at the moment it seems that it is increasingly becoming a race between Yvette Cooper, Corbyn and to some extent Andy Burnham, although many believe that Corbyn is stealing his thunder.	prediction	contrariety	source of knowledge			34			
1037	1	1.0	968	Don’t see much happening with that and we will all die…..!	prediction					11			
1037	1	1.0	969	So, even people who have lived here for 20 years, and are married to Brits, won’t be allowed a say in their future.	prediction	contrariety				23			
1037	1	1.0	970	Granted some will make rash decisions on this matter but this could be made statistically negligible.	prediction	agreement/disagreement	contrariety			16			
1037	1	1.0	971	Once they get the hang of voting, they will keep voting.	prediction					11			
1037	1	1.0	972	Pulling them up by the bootstraps won’t work.	prediction					8			
1037	1	1.0	973	It said that electricity would fail and lights would go out.	prediction					11			
1037	1	1.0	974	It is now inconceivable that the French will ever tolerate 70m Turks as common citizens of Europe.	prediction	certainty				17			
1037	1	1.0	975	It is inconceivable that the British will tolerate France’s rampant protectionism.	prediction	certainty				11			
1037	1	1.0	976	Since most eastern states will remain oligarchic in character, they will be less inhibited by electoral resistance to economic reform.	prediction					20			
1037	1	1.0	977	The 1975 referendum on whether to remain in the then EEC was expected to be close.	prediction					16			
1037	1	1.0	978	Back in the real world, Greece is running out of money.	prediction					11			
1037	1	1.0	979	The same downward spiral is all too plausible in a future crisis: the ruination of politics and the economy as demands for forgiveness from debtor nations like Italy or Portugal, say, founder on demands for austerity from Germany and Finland.	prediction	certainty				40			
1037	1	1.0	980	And there could also be knock-on effects on Britain’s position in the EU.	prediction	uncertainty				13			
1037	1	1.0	981	The more time and effort Europe’s leaders invested in the Greek crisis, however it develops, the less they will have available to deal with the renegotiation that is to preface Britain’s forthcoming referendum on EU membership.	prediction					36			
1037	1	1.0	982	Some of them, as they make their decision, will doubtless recall the words of the poet Konstantinos Cavafy:	prediction	certainty				18			
1037	1	1.0	983	I was very happy and peaceful during my stay here and I will back for sure.	prediction	certainty				16			
1037	1	1.0	984	We do not guarantee the future performance.	prediction	uncertainty				7			
1037	1	1.0	985	In Britain, the worm may just turn with the launch of shale fracking later this year.	prediction	uncertainty				16			
1037	1	1.0	986	I think all sides will recognise this and after a frank exchange of views we will reach a broad consensus on how to do that which will deal with most of the complaints which have been made.	prediction	uncertainty				37			
1037	1	1.0	987	What happens then within the EU is anyone's guess but the rows will not be pretty - and may even rip at the very fabric of the EU.	prediction	contrariety	uncertainty			28			
1037	1	1.0	988	All sorts of things are 'good for party unity' in the short-term and awful for everyone in the long-term.	prediction	source of knowledge				19			
1037	1	1.0	989	And details steps that a future government may or may not take.	prediction	contrariety				12			
1037	1	1.0	990	As Asia grows richer and its markets gain heft, companies there will presumably chafe at the use of intermediaries half a world away.	prediction	uncertainty				23			
1037	1	1.0	991	Pressure might be placed on European pension funds, say, to manage their investments within the bloc.	prediction	uncertainty				16			
1037	1	1.0	992	The revolution cannot proceed peacefully because a ruling class never has nor ever will voluntarily surrender its power.	prediction					18			
1037	1	1.0	993	Exports are down 6 per cent to 2 per cent in 2011 globally with further decline expected.	prediction					17			
1037	1	1.0	994	Make no mistake about it - there was nothing inevitable about support for independence continuing to swell after the referendum.	prediction	certainty				20			
1037	1	1.0	995	It's getting to the point where we may end up looking back on Tomkins as the midwife of a second indyref.	prediction	uncertainty				21			
1037	1	1.0	996	Another couple of years of the Tories and their 1 MP lording it over Scotland should start to see some regular leads for the YES side.	prediction					26			
1037	1	1.0	997	Then we will also start to see the effect of younger voters replacing the old time unionists.	prediction					17			
1037	1	1.0	998	You also haven't entertained the possibility that the Scottish Government's policies could harm growth, but that's hardly surprising.	prediction	contrariety				18			
1037	1	1.0	999	In sharp contrast to the US, Europe could shape a new, prosperous and peaceful accommodation between Islam and the secular west.	prediction	contrariety	uncertainty			21			
1037	1	1.0	1000	Free movement of labour can be staggered, as it is for the new eastern European members, and is unlikely to come before 2022.	prediction	uncertainty				23			
1037	1	1.0	1001	Greece now faces an imminent debt default and expiration of its bail-out June 30.	prediction					14			
1037	1	1.0	1002	It contained the seeds of its own self-destruction.	prediction					8			
1037	1	1.0	1003	Greece will be in chaos, there will be fresh elections, the right wing will get back into power and start co-operating with the ECB.	prediction					24			
1037	1	1.0	1004	Yeah, that's bound to promote harmony in the tory party and bode well for Cameron's pro-Europe campaign almost as much as an EU crisis.	prediction	agreement/disagreement				24			
1037	1	1.0	1005	Russian aggression in Eastern Ukraine has the potential to destabilise the continent.	prediction	uncertainty				12			
1037	1	1.0	1006	And even those that do rise to the top in future will be less vocal about and interested in their faith, if they still practise it at all.	prediction	contrariety				28			
1037	1	1.0	1007	This goes beyond harsh into pure vindictiveness, complete destruction of national sovereignty, and no hope of relief.	prediction	contrariety				17			
1037	1	1.0	1008	The next time they will make sure that they start their due diligence from the bottom of the package before signing on the dotted line.	prediction					25			
1037	1	1.0	1009	and they will do a big favour for the rest of Europe.	prediction					12			
1037	1	1.0	1010	My personal opinion is that Greece will be forced to abandon the euro sometime in the next few years.	prediction	necessity	uncertainty			19			
1037	1	1.0	1011	This will shut up a lot of grifters and no one wants to hear their speeches in the first place, least of all, the very rich guys who want to control our government for their own ends.	prediction	contrariety				37			
1037	1	1.0	1012	Perhaps they'll succeed this time.	prediction	uncertainty				5			
1037	1	1.0	1013	Kefallonia could fetch two, maybe three 3 billion.	prediction	uncertainty				8			
1037	1	1.0	1014	Even political union cannot survive that level of insanity.	prediction					9			
1037	1	1.0	1015	A study released by prominent UK business leaders shows Brits are becoming increasingly supportive of Britain exiting the European Union.	prediction	source of knowledge				20			
1037	1	1.0	1016	I think there's great value in the long end of the treasury market.	prediction	uncertainty				13			
1037	1	1.0	1017	Despite the massive troubles, a rapid collapse of the Greek financial system is unlikely due to the leeway the ELA provides.	prediction	contrariety	uncertainty			21			
1037	1	1.0	1018	Reports claim that the cash will only be enough to keep banks solvent until Monday.	prediction	source of knowledge				15			
1037	1	1.0	1019	Military budgets are rapidly increasing both in Russia and in China, and they remain at a very high level in the United States.	prediction					23			
1037	1	1.0	1020	However this move unlikely to fuel Euro beyond a day or two.	prediction	uncertainty				12			
1037	1	1.0	1021	This you MUST understand, when trust evaporates, credit will cease entirely.	prediction	necessity				11			
1037	1	1.0	1022	The financial house cannot stand with a worthless foundation and distribution of real products will cease as the supply chain breaks.	prediction					21			
1037	1	1.0	1023	Yet, the dilemma of how or whether to give another lifeline to Greece is only a prelude to a more divisive political battle looming ahead.	prediction					25			
1037	1	1.0	1024	Things may get worse before they get better.	prediction	uncertainty				8			
1037	1	1.0	1025	While many observers are preparing for the worst-case scenario of a Greek exit from the eurozone, there are signs that both sides are slowly moving closer together.	prediction	contrariety	source of knowledge			27			
1037	1	1.0	1026	That never happened for Ireland, it is vanishingly unlikely to happen for Greece.	prediction	certainty				13			
1037	1	1.0	1027	Different political contexts, I know, but the core principle of the Eurozone - that the bondholders must be paid every cent due to them - will be defended to the hilt and regardless of the human consequences.	prediction	agreement/disagreement	contrariety			37			
1037	1	1.0	1028	I can’t see our Greek brothers and sisters taking this lying down.	prediction					12			
1037	1	1.0	1029	This is where I see hope- maybe Syriza can foster and encourage other ways of being and doing- here’s hoping.	prediction	uncertainty	source of knowledge			20			
1037	1	1.0	1030	Its' just a matter of time now.	prediction					7			
1037	1	1.0	1031	It was a stupid idea that was designed to fail right out of the box.	prediction	tact/rudeness				15			
1037	1	1.0	1032	And in polls outre-Manche, Brexit will no doubt leap.	prediction	certainty				9			
1037	1	1.0	1033	They can do it, and they will get away with it in the face of small-scale murmurings from the outnumbered Non-Violent Extremist communities.	prediction					23			
1037	1	1.0	1034	With regards Russia, there is a strong connection anyway, with Russia being the only other major Orthodox country and the church here having a great deal of influence in government, so closer ties may well be on the cards.	prediction	uncertainty				39			
1037	1	1.0	1035	Many of those at Westminster will want to maintain the current nominal EU membership arrangement as its suits business, where their bread is buttered.	prediction					24			
1037	1	1.0	1036	Broke in wallet and belief their reason for existence will disappear with the EU referendum whenever it is hold.	prediction					19			
1037	1	1.0	1037	I expect we'll see yet another EU fudge and somehow Greece will survive, although it is not clear for how long.	prediction	contrariety	uncertainty			21			
1037	1	1.0	1038	The economic consequences will equally obviously be argued over with increasing volume as the date for the Breferendum approaches.	prediction	source of knowledge				19			
1037	1	1.0	1039	Confidence might be impacted and growth could suffer, which would jeopardize our already rather fragile debt arithmetic.	prediction	uncertainty	hypotheticality			17			
1037	1	1.0	1040	This does nothing for the accountability of those governments, as it becomes difficult to over throw them.	prediction					17			
1037	1	1.0	1041	It is, of course, possible that a few voters could make the contrary decision to opt for a directly opposing cabinet and local representative; but the effects of that minor distortion would surely balance out across the population.	prediction	contrariety	hypotheticality	uncertainty		38			
1037	1	1.0	1042	From a democratic perspective, this freedom combined with the speed and openness of the digital age, could lead to unprecedented levels of accountability.	prediction	uncertainty				23			
1037	1	1.0	1043	As the campaign develops, I suspect these numbers will strengthen.	prediction	uncertainty				10			
1037	1	1.0	1044	The added complication is likely to make more of these people unlikely to vote at all.	prediction	uncertainty				16			
1037	1	1.0	1045	As I was bouncing my grandson about yesterday I told his mum that he's got about a one in two to one in three chance of living to be a hundred years old.	prediction					33			
1037	1	1.0	1046	Desperately hoping the religious crackpots don't blast us back to the stone age it will be at best much the same as today with internecine petty international squabbling preventing any real social advancement.	prediction					33			
1037	1	1.0	1047	Those who love it expect much from it: we expect more from it.	prediction	contrariety				13			
1037	1	1.0	1048	On balance, therefore, Greece’s monetary conditions should be easing.	prediction	source of knowledge	uncertainty			9			
1037	1	1.0	1049	The company was swallowed up eventually by HP in 2008, another industrial era dinosaur now on its way to extinction.	prediction					20			
1037	1	1.0	1050	And it cannot last in its present form!	prediction					8			
1037	1	1.0	1051	International cooperation is in decline both in the political and financial spheres.	prediction					12			
1037	1	1.0	1052	The controlling shareholders are unlikely to abandon their control, however tenuous; but the IMF has an opportunity to build a binding connection between the two camps.	prediction	contrariety	uncertainty			26			
1037	1	1.0	1053	It could demand similar concessions from China in return, but that would be the wrong approach.	prediction	contrariety	uncertainty			16			
1037	1	1.0	1054	Rivalry between the US and China is inevitable but it needs to be kept within bounds that would preclude the use of military force.	prediction	certainty	contrariety	necessity		24			
1037	1	1.0	1055	It is to be hoped that the House will not authorize putting the bill on a fast track.	prediction	volition				18			
1037	1	1.0	1056	‘That such an unnecessary and irrational project as building a European super-state was ever embarked on,’ wrote Lady Thatcher, ‘will seem in future years to be perhaps the greatest folly of the modern era.	prediction	source of knowledge	uncertainty			34			
1037	1	1.0	1057	Cameron thinks there will soon be a time for a fresh settlement, and there should be fresh consent for that settlement.	prediction	necessity	uncertainty			21			
1037	1	1.0	1058	The good times of crude oil hedges in the 80s and 90s are all coming to an end.	prediction					18			
1037	1	1.0	1059	Only the very brave or very foolish will stay invested in frackers down to the fall.	prediction					16			
1037	1	1.0	1060	The next time Better Together MkII will use the SNP's own rope to hang them.	prediction					15			
1037	1	1.0	1061	Until the independence movement realises this, we will fail.	prediction					9			
1037	1	1.0	1062	We'll wait for a load of pensioners to die and then we'll have our country.	prediction					15			
1037	1	1.0	1063	It would be a win for the SNP, and if Westminster predictably rejects it, the SNP wins.	prediction	hypotheticality				17			
1037	1	1.0	1064	This will take years of persuasion and building alliances for you guys, to convince people in England that it's the way forward and it's in their interests too.	prediction					28			
1037	1	1.0	1065	The Union of Crowns will remain unaffected by the political decision to be independently governed by ending the Act of Union.	prediction					21			
1037	1	1.0	1066	The problem is that any idea of a currency zone will be vetoed by any future UK government, as a proven part of their tactics, until independence is achieved, and only then it is in their interest to negotiate.	prediction					39			
1037	1	1.0	1067	You will never get to 100% either way because some people's identities are bound up in the question and they won't let go of that.	prediction					25			
1037	1	1.0	1068	Independence is a real possibility, it has substance, and it seems many accept now that it will happen.	prediction	source of knowledge	uncertainty			18			
1037	1	1.0	1069	Demographic changes may well add a few points to the YES vote with another 4 or 5 years of younger voters.	prediction	uncertainty				21			
1037	1	1.0	1070	Thus the SNP, undoubtedly in unison with the other Scottish MPs, will assert Scotland's withdrawal from the union.	prediction	certainty				18			
1037	1	1.0	1071	That's exactly how I see this coming to a head!	prediction	source of knowledge				10			
1037	1	1.0	1072	Given that it would be a few days/weeks before the nation could assemble the Three Estates and declare our statehood, my proposed independence day is April 6th 2016.	prediction					28			
1037	1	1.0	1073	The nobles will be duty-bound to comply, lest they be stripped of their titles, and so they too will join the other two estates at Holyrood.	prediction	necessity				26			
1037	1	1.0	1074	This could provide Washington with more flexibility and maneuverability in other parts of the globe, including Ukraine and Eastern Europe.	prediction	uncertainty				20			
1037	1	1.0	1075	Some write-off of debt will surely have to happen sooner or later, and in the meantime the Greeks will just squirm and try to wheedle their way out of their straitjacket.	prediction	certainty	necessity			31			
1037	1	1.0	1076	They get to play when the Tories run out of steam.	prediction					11			
1037	1	1.0	1077	I also think that after a kicking next year the Liberal Democrats can start a slow build back with new leadership in Scotland, if there are any MSPs left that is.	prediction	uncertainty				31			
1037	1	1.0	1078	Where I part company with Andrew is that I don't think we will ever reach the point where a referendum can be held without the risk of defeat.	prediction	agreement/disagreement	uncertainty			28			
1037	1	1.0	1079	Right now and for the near future it's not even a question as she is light-years ahead of the westminster bubble twits.	prediction	certainty	tact/rudeness			22			
1037	1	1.0	1080	The SNP runaway train is fast approaching the buffers.	prediction					9			
1037	1	1.0	1081	I think the SNP will lose its majority at the next Holyrood election.	prediction	uncertainty				13			
1037	1	1.0	1082	The SNP will need to set out its stall on tax increases / spending cuts.	prediction	necessity				15			
1037	1	1.0	1083	Years of stagnation will see us on the valley floor just as surely as another closely-lost referendum.	prediction	certainty				17			
1037	1	1.0	1084	The Scottish parliament election could yield a pro independence 'majority' on a minority of the actual vote itself, very easily.	prediction	uncertainty				20			
1037	1	1.0	1085	As for the five year thing, I don't think anyone is really pushing for a referendum in the immediate future.	prediction	uncertainty				20			
1037	1	1.0	1086	I believe it will become painfully clear when the people of Scotland are ready for Indef 2.	prediction	certainty	uncertainty			17			
1037	1	1.0	1087	Whether we have the lot, elections, or direct democracy we’ll probably end up with similar outcomes.	prediction	uncertainty				16			
1037	1	1.0	1088	There will be times when it is *necessary* to take actions which are very much disagreeable.	prediction	necessity				16			
1037	1	1.0	1089	In bygone days, Labour could take people for granted regarding their votes, they now find themselves in the position that they will have to go through a long hard slog to win back trust.	prediction	contrariety	necessity			34			
1037	1	1.0	1090	Campaign simplicity plus the development of events should make it very difficult for Camerlot to get his majority.	prediction	uncertainty				18			
1037	1	1.0	1091	It won’t be enough to win over the ‘sort of OK’ apathy.	prediction					12			
1037	1	1.0	1092	Regrettably I believe that Farage is going to prove to be a negative influence that may even guarantee an unsuccessful outcome.	prediction	uncertainty				21			
1037	1	1.0	1093	This might seem like an intuitively logical and prudent way to behave, until one realizes that such a reaction function is a recipe for pro-cyclical budgeting, which is a completely illogical and imprudent way to behave.	prediction	contrariety	source of knowledge	uncertainty		36			
1037	1	1.0	1094	All this bad blood and poison won't disappear on September 12.	prediction					11			
1037	1	1.0	1095	Other than that, the only wild card I can see is Corbyn utterly collapsing after winning, via gaffe or internal schism and someone like Chukka Ummuna coming through.	prediction	source of knowledge				28			
1037	1	1.0	1096	Or it could strengthen the SNP within the UK, and pull us further along the gradualist route towards independence, much as devolution originally did.	prediction	uncertainty				24			
1037	1	1.0	1097	Passionate independence supporters aren't going to suddenly abandon the cause, but the wider anti-establishment feeling would shift and be taken over to some extent by Labour.	prediction	contrariety				26			
1037	1	1.0	1098	Commodities, the EUSSR, China, Emerging Markets, are all suggesting a global slowdown is here and it may be a whopper, and not the kind of whopper they know about in central banks.	prediction	contrariety	source of knowledge	uncertainty		32			
1037	1	1.0	1099	An innovative new approach to solar energy from University of California Riverside could dramatically increase the amount of light available to contemporary solar panel designs.	prediction	uncertainty				25			
1037	1	1.0	1100	And while the costs of the material itself are not yet known, there is huge potential in offering such large improvements without the need to completely reinvent the transistor manufacturing process.	prediction	contrariety				31			
1037	1	1.0	1101	Elizabeth Warren, the ersatz American Indian who shimmied her way into the pretentious Harvard faculty, she will flame out as Hillary-like opportunist and indigenous fakir.	prediction					25			
1037	1	1.0	1102	Because this is not going to end well.	prediction					8			
1037	1	1.0	1103	That is how US capitalists will have to accommodate socialist international.	prediction	necessity				11			
1037	1	1.0	1104	China will not have any kind of slow down.	prediction					9			
1037	1	1.0	1105	THEY WILL NEVER GIVE YOU SOCIALISM... NEVERTheir only problem is Russian and Chinese continental army and that is why in Europe still have something some from socialism.	prediction	certainty				27			
1037	1	1.0	1106	They will lower economy but keep positions.	prediction					7			
1037	1	1.0	1107	I can't see him winning by putting his foot in his mouth.	prediction					12			
1037	1	1.0	1108	My money is still on Obummer keeping it through some form of National Emergency.	prediction	uncertainty				14			
1037	1	1.0	1109	And when to a greater or lesser extent they are solved they will be replaced by a zillion others.	prediction					19			
1037	1	1.0	1110	The gap between rich and poor will only ever be a matter of degree.	prediction					14			
1037	1	1.0	1111	I think it is very unlikely that we will get more than token increases in IRs this side of a recession.	prediction	uncertainty				21			
1037	1	1.0	1112	Demand has been created with printed money and debt and there is no way back to endogenous demand, indeed naturally occurring needs.	prediction					22			
1037	1	1.0	1113	I predicted Cameron would react to the Calais crisis with just a roll of fencing and some encouragement to the French.	prediction					21			
1037	1	1.0	1114	Maybe his campaign is just a publicity stunt and he's probably on the wrong side of much culture-wars stuff but the left hates him and he's not backing down.	source of knowledge	contrariety				29			
1037	1	1.0	1115	Look at the following graph showing the absolute, utter collapse of Greek deposits in the last few months.	source of knowledge	necessity				18			
1037	1	1.0	1116	I also get the impression that many people don’t diligently assess their peers’ opinions.	source of knowledge					14			
1037	1	1.0	1117	And why not, they all lost their seats but seem to be just as regularly voicing off on political shows and newspaper articles as ever they did.	source of knowledge	contrariety	uncertainty			27			
1037	1	1.0	1118	I calculate that demographic changes alone should give us a majority for independence in roughly 7 years.	source of knowledge	prediction	uncertainty			17			
1037	1	1.0	1119	From what friends and relatives in Toronto and Hamilton tell me Mulcair is having a good campaign and benefits from not being Harper while the Liberals C51 support for Harper has gone down very badly.	source of knowledge	contrariety				35			
1037	1	1.0	1120	Cameron knows the last one was a near-death experience and he doesn't want to go there again.	source of knowledge					17			
1037	1	1.0	1121	We have to be open to all possibilities and ready to act when the political weather is in our favour, as someone said.	source of knowledge	necessity				23			
1037	1	1.0	1122	That to me is where the real conversions will be made again, during the Indyref2 campaign, just as Taranaich correctly points out they were made during the first campaign.	source of knowledge	agreement/disagreement	prediction			29			
1037	1	1.0	1123	You may note that the sands have shifted here as the FT's economics leader writer looks to justify its long-standing support for the Euro project.	source of knowledge	uncertainty				25			
1037	1	1.0	1124	There is about $800 billion in investor money in index funds and ETFs that track Russell indexes, according to Rolf Agather, managing director of North America research for FTSE Russell.	source of knowledge					30			
