Texto	Humanos	Logistic Regression	Naive Bayes	Support Vector Machines	Ensemble
"""Entra no facebook e curte minhas fotos, você nunca curte"" - minha mãe"	-1.0	Negativo	Negativo	Negativo	Negativo
Odeio que me falem mal	-1.0	Negativo	Negativo	Negativo	Negativo
quem acorda 4hrs da manhã e fica pensando na situação política do Brasil e as formas de governo? Tinha que ser eu	-1.0	Negativo	Negativo	Negativo	Negativo
Foda-se seu facebook seu instagram e seu YouTube, Damassaclan #MandaNude!	-1.0	Negativo	Negativo	Negativo	Negativo
0,83 centavos, validade 21/02/2016 Ai a @TIM_Official diz que to sem credito Tem alguns meses q percebi isso, bora parar de lesar o cliente	-1.0	Negativo	Negativo	Negativo	Negativo
@krolsalles  to quase indo la pegar ele no chao do barbeiro, ta horroroso	-1.0	Negativo	Negativo	Negativo	Negativo
meu aniversario e estou preso na universidade porque ta uma chuva enorme la fora odeio a vida muitao	-1.0	Negativo	Negativo	Negativo	Negativo
@BBBaddicted @Acinom_rj mente mesmo, péssimo jogo, é um rato, kkkk	-1.0	Negativo	Negativo	Negativo	Negativo
Caramba, esse perguntados toda hora pergunta de frozen . aaah vai pra -@%&#	-1.0	Positivo	Negativo	Negativo	Negativo
ta cada dia mais insuportável morar no Rio de Janeiro	-1.0	Negativo	Negativo	Positivo	Negativo
Os meus tennis estam-se a descolar pqp esta merda também	-1.0	Positivo	Positivo	Positivo	Positivo
O Facebook me cansa com tanta problematização	-1.0	Negativo	Negativo	Negativo	Negativo
@pqmatheos e ficam postando no facebook COMO SE AQUILO LA JA N FOSSE UMA MERDA SUFICIENTE	-1.0	Negativo	Negativo	Negativo	Negativo
tem uma universidade do lado de casa e eu vou logo pro campus lá da puta que pariu	-1.0	Negativo	Negativo	Negativo	Negativo
vou aproveitar esse momento pra mandar a Apple ir tomar bem no meio do cu	-1.0	Negativo	Negativo	Negativo	Negativo
desculpem lá se eu não sei disfarçar quando não gosto de uma pessoa	-1.0	Negativo	Negativo	Negativo	Negativo
ta difícil suportar esse calor do rio de janeiro	-1.0	Negativo	Negativo	Negativo	Negativo
Segunda-feira de aula pós Carnaval 😑 Universidade vazia e eu tendo que entregar prova	-1.0	Positivo	Negativo	Negativo	Negativo
@fsaretta avisa ao Álvaro José que não é só uma semaninha de trabalho, e sim , geralmente desde os 6 aninhos, debaixo de sol, quadra ruim...	-1.0	Positivo	Negativo	Negativo	Negativo
apareceu uma marca estranha do lado da minha tatuagem perto do ombro, com a sorte que tenho pode ser coisa ruim	-1.0	Positivo	Negativo	Positivo	Positivo
instagram ta uma merda pqp	-1.0	Negativo	Negativo	Positivo	Negativo
Eu desisto do mundo do cinema. Só assisto o novo Star Wars em 2020 (pq vou ter esquecido de todos os spoilers).	-1.0	Negativo	Positivo	Negativo	Negativo
@PinguimEspacial huahuahuahua af, que vacilo da Sony	-1.0	Negativo	Negativo	Negativo	Negativo
@aninha_gmaia Você comprou outro iPhone? Ana você é a garota propaganda da Apple! HAHA	-1.0	Positivo	Positivo	Negativo	Positivo
Terrível conversou com várias inimizades ontem	-1.0	Negativo	Negativo	Negativo	Negativo
@gameloft @Gameloft_Brasil o jogo Paraiso dos doces ta super bugado no Windows Phone. Até no Asus Zenfone 5 roda melhor do que no Lumia 930	-1.0	Positivo	Positivo	Positivo	Positivo
♥ E o medo dos términos é tão grande que começou a evitar os começos. 💆	-1.0	Positivo	Negativo	Negativo	Negativo
Me irritei com aql mina n gosto q falem das pessoas q eu me dou bem e q eu gosto	-1.0	Positivo	Negativo	Positivo	Positivo
@almeidajonasb @luizrogerio73 @SantosFC ano passado nos jogos que jogou foi horroroso. Seleção fez mal para ele.	-1.0	Negativo	Negativo	Negativo	Negativo
eu tenho muita pena da minha mae achando que eu tenho capacidade de passar nas provas de transferência para uma pública pior q ela bota fe	-1.0	Negativo	Negativo	Negativo	Negativo
odeio essas dores de cabeça	-1.0	Negativo	Negativo	Negativo	Negativo
acho uma sacanagem a ucdb fazer a seletiva de basquete, vôlei e futsal feminino menos de handebol .... 😒	-1.0	Positivo	Positivo	Negativo	Positivo
@AlifferGoulart_ até cacau show tá ruim, vai ter que melhor pra eu aceitar essa opinião aí 😂	-1.0	Negativo	Negativo	Negativo	Negativo
a cacau show suporta personagens machis- ZZZZzzzzZZZzzzzZZ	-1.0	Negativo	Positivo	Negativo	Negativo
Ta péssimo, ta lamentável	-1.0	Negativo	Negativo	Negativo	Negativo
Expectiva: beber todas, se divertir e tals Realidade: ficar vendo filme na bad lembrando do amô	-1.0	Positivo	Positivo	Positivo	Positivo
eu so queria que a @asus mandasse logo meu computador	-1.0	Positivo	Negativo	Positivo	Positivo
ODEIO quando me acordam, eu ODEIO #askbelieber''<<<	-1.0	Negativo	Negativo	Negativo	Negativo
@pecesiqueira  causar abaixando mais a economia, governo Capitalista . bando de mercenarios ( tipo que eles fazem com socialismo)	-1.0	Negativo	Negativo	Negativo	Negativo
Chorei vendo um vídeo de um passarinho triste porque o outro morreu 😢	-1.0	Negativo	Negativo	Negativo	Negativo
Se uma amiga minha ta com um cabelo horroroso deste eu falo na hora...	-1.0	Negativo	Negativo	Positivo	Negativo
Nossa mas o tanto de merda que eu ia falar e apago antes mesmo de twittar	-1.0	Negativo	Negativo	Negativo	Negativo
@jilyshipper ah nunca fui mas dizem que eh pessimo, mas de qualquer jeito acho que iria amar	-1.0	Negativo	Negativo	Negativo	Negativo
Odeio despedir me dele.	-1.0	Negativo	Positivo	Negativo	Negativo
primeiro tempo horroroso	-1.0	Negativo	Negativo	Negativo	Negativo
Hj vi uma menina linda dirigindo um mini cooper e chorei mt por não ser eu	-1.0	Negativo	Negativo	Negativo	Negativo
Passando comercial do Outback  steakhouse aqui em Belém sendo que nem tem 😪	-1.0	Negativo	Positivo	Negativo	Negativo
Alô São Paulo, vim de flonopx trazer chuva pra cá. Vlw flw	-1.0	Positivo	Negativo	Negativo	Negativo
@cadurm0ura Cara, não lembro desse time horroroso não. Mas tinha o Braian. Seria esse ?	-1.0	Negativo	Negativo	Negativo	Negativo
Lipe, péssimo comportamento! Péssimo exemplo pra garotada q assiste! #voleinaredetv	-1.0	Negativo	Positivo	Negativo	Negativo
@FuckLordM8 @LacaParaOCabelo @matildemends OPÁAA FDS :$$$$$ FUI APANHADA AIII, SÓ FAZES MERDA ZÉ....AGORA VOU SOFRER :((	-1.0	Positivo	Negativo	Negativo	Negativo
Tenho os pés e as mãos congeladas men	-1.0	Positivo	Negativo	Positivo	Positivo
Agora me fodi bem legal	-1.0	Positivo	Positivo	Positivo	Positivo
Metade do meu time no cartola é do Inter.  Se der merda, eu nem jogo mais.	-1.0	Positivo	Positivo	Negativo	Positivo
@realityaboout @realityscoment Claro q tem! Eles tem contrato de 6 meses c a globo, além de q queima o filme da emissora escolher estuprador	-1.0	Negativo	Negativo	Positivo	Negativo
Aquário é o melhor signo, grosso, ignorante, frio, frozen	-1.0	Positivo	Positivo	Positivo	Positivo
Odeio fazer TUDO às pressas	-1.0	Negativo	Negativo	Negativo	Negativo
@Webradiolusa Vamos la Lusa.  E impossivel acreditar que montamos um time tao ruim assim. Fernando - Marilia - SP.	-1.0	Negativo	Negativo	Negativo	Negativo
será que o rio de janeiro é o único lugar que acontece esse fenômeno de chover igual o dilúvio mas continuar quente igual ao saara?	-1.0	Negativo	Negativo	Negativo	Negativo
@killianjonnes OQ ELA FEZKKKKKK EU SINCERAMENTE AMEI JA FALEI PROS MEUS PAIS QUE CACAU SHOW NUNCA MAIS eles riram mas eh serissimo	-1.0	Negativo	Positivo	Negativo	Negativo
Só que ontem eu tinha comido pastel (horroroso por sinal) e mesmo assim quase desmaiei na festa	-1.0	Positivo	Negativo	Positivo	Positivo
@isaabolla vc é exceção..  Diferentona, coração de pedra, frozen, o coisa, voldemort	-1.0	Negativo	Positivo	Negativo	Negativo
Q sonho horroroso que eu tive	-1.0	Negativo	Negativo	Negativo	Negativo
eu odeio demais o jabu  velho que nervoso	-1.0	Negativo	Negativo	Negativo	Negativo
@forumpan bad atitude pode ser tbm como energia ruim	-1.0	Positivo	Negativo	Positivo	Positivo
@o_pedrola Eu chamei o @Chediaco pra vir no Outback com a gente na segunda e ele me recusou...	-1.0	Negativo	Negativo	Negativo	Negativo
Eu fiz a maior cagada da minha vida por levar o que eu sinto a sério, e isso não me provou nada, só me deixo pior	-1.0	Negativo	Negativo	Negativo	Negativo
O meu pai diz que os tennis que quero comprar são tennis de velho 😒	-1.0	Positivo	Positivo	Positivo	Positivo
O nem tava mexendo no tt e no fb pelo xbox  Deus me livre kkkkkkkkk	-1.0	Positivo	Negativo	Positivo	Positivo
Ficou muito bom ontem e fiquei muito bem. Do nada, um soco no estômago, estou tentando melhorar até agora! Brabo! 👎🏻	-1.0	Positivo	Positivo	Positivo	Positivo
tava jogando volei hoje, e levei uma bolada no rosto	-1.0	Negativo	Negativo	Positivo	Negativo
@dconline e se forem encontrados focos do Aedes nas ruas a população poderá multar o governo?	-1.0	Negativo	Negativo	Negativo	Negativo
@lokeloski seus motivos de querer a cabeça da Dilma estão tão tão Tão longe da maioria das pessoas que tb querem e anos luz dos deputados	-1.0	Negativo	Negativo	Negativo	Negativo
"fã ja é iludida demais e o pessoal ainda faz uns negocio de pergunta ""qual foto seu idolo postou c vc no snap"" eu tenho mt dó"	-1.0	Negativo	Positivo	Negativo	Negativo
fazer um esquenta no romulo antes d ir p santo será q vai dar ruim ? to achando q vai dar eh péssimo kk	-1.0	Positivo	Negativo	Negativo	Negativo
tá passando greys na sony, to rindo muito da dublagem hahahaha como alguém consegue assistir assim? horrível	-1.0	Positivo	Positivo	Negativo	Positivo
Odeio ficar cm soluço 😒😒😫	-1.0	Positivo	Negativo	Positivo	Positivo
pior ainda é quando eu sinto fome e não posso comer	-1.0	Positivo	Negativo	Positivo	Positivo
@brunaafr não amo ninguém	-1.0	Positivo	Negativo	Positivo	Positivo
@matheusfracari que horroroso Kkkkkkkkkkk	-1.0	Negativo	Negativo	Negativo	Negativo
propaganda do governo federal dizendo que a zica causa microcefalia nas crianças...acho que essa propaganda está errada hein	-1.0	Negativo	Negativo	Negativo	Negativo
Hoje o dia foi de mal a pior mais valia ter adormecido e ter ficado em casa	-1.0	Negativo	Negativo	Negativo	Negativo
moral da historia, n usem drogas ou vcs acabaram na sarjeta com os pés no esgoto tendo q limpar com big apple	-1.0	Positivo	Negativo	Negativo	Negativo
TL INTEIRA MANDANDO COISA PRA CACAU SHOW ADOREI	1.0	Negativo	Positivo	Negativo	Negativo
eu adoro a eretria ela é foda demais mas qnd vejo vcs querendo shippar ela e a amberle me da uma coisa uma vontade de gritar na cara de vcs	1.0	Negativo	Positivo	Negativo	Negativo
Olha primeira vez que minha mãe fez um negócio e ficou bom kkkkkkkkkkkk	1.0	Positivo	Negativo	Positivo	Positivo
A Tânia é uma excelente amiga jr.	1.0	Positivo	Negativo	Positivo	Positivo
@bonfspfvr sou muito é legal, saudades mesmo	1.0	Positivo	Positivo	Positivo	Positivo
"o OSCAR tá chegando e eu ainda não vi ""Spotlight"", ""A grande aposta"", ""O Regresso"" e ""Os Oito Odiados"""	1.0	Positivo	Positivo	Positivo	Positivo
MARAVILHOSO	1.0	Positivo	Positivo	Positivo	Positivo
propaganda do outback é pra me fazer chorar de vontade hhahaha isso que quarta passada eu jantei lá	1.0	Positivo	Positivo	Positivo	Positivo
@Nintakun @EmpHighwind Saturn tem o melhor jogo estilo Zelda de animes que existe (Magic Knight Rayearth)	1.0	Positivo	Positivo	Positivo	Positivo
Ir ao Kygo já é excelente, mas ir os 3 dias do Somnii é qualquer coisa de fantástico. Tudo para ser o melhor ano	1.0	Positivo	Positivo	Positivo	Positivo
@meansnecessary Meu icon é muito maravilhoso porque o Jungkook é muito maravilhoso e ele deixa a tml dos outros mais bonita <333	1.0	Positivo	Positivo	Positivo	Positivo
Tive uma supressa tão boa, pelo menos já me animou a merda deste dia	1.0	Negativo	Negativo	Positivo	Negativo
@rannnnnnnn calma ta exaltado seu Warcraft Voador	1.0	Positivo	Positivo	Positivo	Positivo
Nada melhor do que um bom dia mais lindo do amor	1.0	Positivo	Positivo	Positivo	Positivo
@leoelyseo deadpool tirou o foco de star wars e eles ficaram desespe	1.0	Positivo	Positivo	Negativo	Positivo
interessante esses videos	1.0	Positivo	Negativo	Positivo	Positivo
@Flymozis KKKKKK EU COMPRARIA ARBO DA BOTICARIO RSRS E OTIMO	1.0	Positivo	Positivo	Negativo	Positivo
Minha vó fez um macarrão seco maravilhoso	1.0	Positivo	Positivo	Positivo	Positivo
Será que no outback eles liberam uma mesa pra 20??? Ndejfhjshhdjhekbfjhsbfjhe meu aniversário ta chegando né ...	1.0	Positivo	Positivo	Negativo	Positivo
@BrianaNews @ModestMgmt @Sony @SimonCowell @SonyMusicUK @Ashleyyjessica1 mesmo que apaguem o tweet o amor não pode ser apagado ;)	1.0	Positivo	Positivo	Positivo	Positivo
@drewinchestsr QUE LINDAAAAAA, e eu ajudaria claro	1.0	Positivo	Positivo	Positivo	Positivo
vocês nao fazem ideia de como estou satisfeita com meu cel da asus... paguei 500 reais nele... e até hoje não me deixou a desejar	1.0	Positivo	Negativo	Positivo	Positivo
Star wars ta quase saindo do cinema ainda bem que eu já vi!!	1.0	Positivo	Positivo	Positivo	Positivo
@7rabanetes @souzycamemo deus tá vivo e se chama halsey	1.0	Negativo	Positivo	Negativo	Negativo
Eu gostei muito de minhas aulas de estruturas de dados da faculdade em C. Fábio Mokarzel é excelente professor.	1.0	Positivo	Positivo	Positivo	Positivo
Que continue assim, bom pro Barça	1.0	Positivo	Positivo	Positivo	Positivo
Como o MC Kevin consegue ser tão maravilhoso ???? Puta q pariu	1.0	Positivo	Positivo	Negativo	Positivo
Remote Link melhor invenção da Asus.	1.0	Positivo	Positivo	Positivo	Positivo
Mas que ambiente fantástico no jogo de hj	1.0	Positivo	Positivo	Positivo	Positivo
Só queria não ser pobre para eu comprar todas as camisetas de star wars que eu quero	1.0	Negativo	Positivo	Positivo	Positivo
Espero que a noite de logo seja excelente para compensar isto tudo	1.0	Positivo	Negativo	Positivo	Positivo
@cantordaniel Amo essas curtidas!!Felizz demais 😃😍	1.0	Positivo	Positivo	Positivo	Positivo
@joaomatoso2 n vejo isso nessa perspectiva as barbas estão na moda e os bigodes tb...tenho amigos com bigode com um estilo fantástico	1.0	Positivo	Positivo	Positivo	Positivo
@BahiaClub @UniaoTricolorBa ...ou de esporte! O Tennis é um esporte ao qual pode jogar sozinho e que não estará sujeito as vaias se errar!	1.0	Positivo	Negativo	Negativo	Negativo
*~*~um minuto para apreciarmos o fato de que vai ter uma mulher asiática principal no cast de star wars~*~*  obrigada	1.0	Negativo	Negativo	Negativo	Negativo
Esse álbum da Bethel tá muito bom.	1.0	Positivo	Positivo	Positivo	Positivo
@SanDiskBrasil #Voltaasaulas não pode faltar um SanDisk pra salvar todos os arquivos importantes da universidade e o LoL pra instalar no PC.	1.0	Negativo	Negativo	Negativo	Negativo
Livinho é maravilhoso, haja coração💚💚💚💚💚	1.0	Positivo	Positivo	Positivo	Positivo
Tava bem comendo hambúrguer escondido da mh mãe me	1.0	Positivo	Positivo	Positivo	Positivo
Amo fazer amizade com quem gosta das mesmas coisas que eu ♥	1.0	Negativo	Positivo	Negativo	Negativo
@lalobrito que pases lindo!!!!! Excelente sabado 😉😉	1.0	Positivo	Negativo	Positivo	Positivo
@Capslanguage e o diretor de warcraft, o Duncan Jones é viciado em wow e ele sabe tudo entende... parece q vai ser bom	1.0	Positivo	Positivo	Negativo	Positivo
#tenisnaespn qual é a maior revelação do tênis no último ano, Fino? Manda um abraço pro pessoal do Tennis Campos de Ribeirão Preto!	1.0	Positivo	Negativo	Positivo	Positivo
Atrações físicas são comuns, já conexões mentais... são raras! Almas se reconhecem por energia não por aparência.	1.0	Positivo	Negativo	Positivo	Positivo
Estou lendo um livro maravilhoso	1.0	Positivo	Positivo	Positivo	Positivo
a Celeste é tão querida, tão especial😍 adoro-a tantooo pah..	1.0	Positivo	Negativo	Positivo	Positivo
principalmente pq warcraft parece bastante com senhor dos aneis o trailer é tao pft q minha mae adorou quer ver logo ADOREY	1.0	Positivo	Positivo	Positivo	Positivo
@Maferpizzoni_ a mais loca, amo	1.0	Positivo	Positivo	Positivo	Positivo
@Harry_Styles interessante	1.0	Positivo	Negativo	Positivo	Positivo
tão bom ele estar vivo , que alívio	1.0	Positivo	Positivo	Negativo	Positivo
Só vou saber se Deadpool é um bom filme se conseguir fazer o @PedroSEkman ir a mesma quantidade vezes no cinema quando estreou Star Wars	1.0	Positivo	Positivo	Positivo	Positivo
de repente to ouvindo a trilha sonora de zelda majora's mask qse tchorando mddc q coisa liyimda	1.0	Negativo	Positivo	Negativo	Negativo
agr vcs vao ver como é legal viver	1.0	Positivo	Negativo	Positivo	Positivo
Enquanto o mundo girar, enquanto eu respirar Meus pés se manterão firmes...!	1.0	Negativo	Positivo	Positivo	Positivo
Achei o facebook de uma pessoa que eu procuro à exatamente 10 anos	1.0	Negativo	Negativo	Negativo	Negativo
tão legal quando vc acha aquela musica original que toca nas baladas	1.0	Negativo	Positivo	Negativo	Negativo
O atendimento da Apple é sensacional sem mais 👏🏽	1.0	Positivo	Negativo	Positivo	Positivo
Já é legal ter uma boa audição, as pessoas começam a cochichar falando mal de mim e eu escuto 👌	1.0	Positivo	Positivo	Positivo	Positivo
@iwishlerman eh maravilhoso demais	1.0	Negativo	Positivo	Positivo	Positivo
Perdi a conta de quantos premios o DiCaprio ja ganhou esse ano e final do ano passado por O Regresso	1.0	Negativo	Positivo	Negativo	Negativo
eu não consigo sem você... ficar distante é tão ruim... cê sabe que o meu amor é você...	1.0	Negativo	Negativo	Negativo	Negativo
Maio tem tudo pra ser o melhor mes do ano: Guerra Civil Warcraft X-Men	1.0	Positivo	Positivo	Positivo	Positivo
o único lado positivo d m ter mudado p aqui é q faço o q quiser	1.0	Positivo	Negativo	Negativo	Negativo
Mulher bonita tem um monte, interessante é raridade	1.0	Positivo	Positivo	Positivo	Positivo
@PirerA99  ja tive esse privilegio e digo te,foi fantastico	1.0	Positivo	Positivo	Positivo	Positivo
"""Da cabeça aos pés swagg all ove "" ""Onde é que andaste a minha vida toda "" ""Deixa falar da minha mboa nova "" @Nga_reidals"	1.0	Positivo	Positivo	Negativo	Positivo
Vou com fé, vou na fé nessa louca vida!	1.0	Positivo	Negativo	Positivo	Positivo
@leeonardol te amo!! bom dia 💜	1.0	Positivo	Positivo	Positivo	Positivo
@OEstranhoJohn John joga ib é MT legal!	1.0	Positivo	Positivo	Positivo	Positivo
livinho ta bem maravilhoso no raul	1.0	Positivo	Positivo	Positivo	Positivo
@rafaelc0sta a Apple paga um valor maior no Apple Music, nunca consegui achar exatamente quanto no site dela...	1.0	Negativo	Negativo	Negativo	Negativo
Meu sonho eh ir pro Canadá pra ver os jogos d basquete ao vivo e as luta livre, já falei isso ontem Mas tbm quero ir morar lá	1.0	Positivo	Negativo	Positivo	Positivo
Essa ultima foto, gostei demais dela	1.0	Negativo	Positivo	Negativo	Negativo
@ZoeDoll5 fantástico despertar! 😻	1.0	Positivo	Positivo	Positivo	Positivo
@ThisIsJoOh1 @RooDiiaas Jhow eu dei uma parada de comer gente pq to muito gorda agora só como animais, mas a gente pode ir no outback :)	1.0	Positivo	Positivo	Negativo	Positivo
@AniDeBautista @mariobautista_ Te Amo Mario Bau #KCA #VotaMarioBautista	1.0	Positivo	Positivo	Positivo	Positivo
Ana vai fazer uma festa da frozen pra mim, eu quero muito ❤ #VoteBiel #KCA	1.0	Positivo	Positivo	Positivo	Positivo
tirei uma foto no outback com meu namorado tão bonitinha	1.0	Positivo	Positivo	Positivo	Positivo
@buterazinha vc toca violão q legal, ah eu só to ouvindo música e deitada mesmo	1.0	Positivo	Positivo	Positivo	Positivo
@CatarinaCantora @JoseCandido3  torço mt por torcia por voce quando voce participou do idolos kids . vc canta demais	1.0	Positivo	Positivo	Negativo	Positivo
Quase chorei hj com as cartinhas e a festinha surpresa q fizeram. ❤️😭	1.0	Negativo	Negativo	Negativo	Negativo
SONY, NUNCA TE PEDI NADA NAMORALS LANÇA UM CRASH NOVO (e manda um ps4 pra mim tbm, se der, sabe, se tiver sobrando algum aí plis)	1.0	Negativo	Negativo	Negativo	Negativo
GNT O LIVINHO LINDO MARAVILHOSO DONO DA MINHA VODA	1.0	Positivo	Positivo	Positivo	Positivo
N sei nem como expressar minha felicidade	1.0	Positivo	Negativo	Positivo	Positivo
@WeLuvAllyB EU TE AMO	1.0	Positivo	Positivo	Positivo	Positivo
@AlanPereira96 nossa que legal pra você...kkkkk	1.0	Positivo	Positivo	Positivo	Positivo
"""O importante nao é ser o único e sim o primeiro."" VRAAA MARINA, adoro"	1.0	Positivo	Positivo	Positivo	Positivo
Não irmos a zeros ja é excelente	1.0	Positivo	Negativo	Positivo	Positivo
O sorriso dela enche meu peito de felicidade e tranquilidade 👼	1.0	Positivo	Negativo	Positivo	Positivo
@_Ju_Fe_ kkkkkkkkkkkkk maravilhoso, cê gosta ne tapada kkkkkkkkkkkk	1.0	Positivo	Positivo	Positivo	Positivo
@kamscristina_ ou o seu orkut sla, vai q eu coloco 100% legal p vc	1.0	Positivo	Negativo	Positivo	Positivo
Vizinho com bom gosto é outro nível	1.0	Positivo	Positivo	Positivo	Positivo
@keneditorres @OnezioSilva @matheusinas @leosmar90 seis são comédia demais kkkk	1.0	Negativo	Negativo	Negativo	Negativo
Os melhores do Oeste contra os melhores do Leste ..basquete Norte Americano  poderia montar três Seleções pprt !!	1.0	Positivo	Positivo	Negativo	Positivo
RT @Focushammer: Amarelo é o sol Amarelo é o queijo Queria você agora Pra gente dar uns beijo	1.0	Positivo	Positivo	Positivo	Positivo
ja faz um tempo que eu gosto delaaaa	1.0	Negativo	Negativo	Negativo	Negativo
Super animada p volei hj	1.0	Negativo	Positivo	Positivo	Positivo
Bom diaa	1.0	Positivo	Negativo	Positivo	Positivo
O esporte fantástico é o melhor programa da Record, boas matérias, boas pautas e ótima apresentação.	1.0	Positivo	Positivo	Positivo	Positivo
#FaceOff ameiii ..tudo muito bem criado,cada detalhe,nossa maravilhoso disputa difícil...	1.0	Positivo	Positivo	Negativo	Positivo
matheus e kauan é sem base de tão bom	1.0	Positivo	Positivo	Positivo	Positivo
@Mafas_cuca És da turma dos basquetebolistas heheheh és gira e engraçada ....ten futuro no volei se te aplicares hahah	1.0	Positivo	Positivo	Negativo	Positivo
@FALTTOUGRITO Mas Frozen também é muito fofo, até eu que tenho 23 anos amo esse filme 😁💞❄️	1.0	Positivo	Positivo	Positivo	Positivo
A asus atualiza os apps dela de 3 em 3 dias, impressionante	1.0	Negativo	Negativo	Negativo	Negativo
To afim de assistir o filme do warcraft, vai ser firme também	1.0	Positivo	Positivo	Positivo	Positivo
fazer oq? deve ter coisa mais interessante para fazer	1.0	Negativo	Negativo	Negativo	Negativo
ensaio da dança do ventre foi demais	1.0	Positivo	Negativo	Negativo	Negativo
perfume egeo da boticário eh tao bom	1.0	Negativo	Negativo	Negativo	Negativo
Flores na cabeça,nosso pés descalços nossa vida toda de paz e amor 🍀🎶🍃	1.0	Positivo	Positivo	Positivo	Positivo
Gente sério me leva no McDonalds, por favô... Nunca pedi nada pro cês!!!! 😩😩😩	1.0	Positivo	Negativo	Positivo	Positivo
@22danilo87borba obrigada! :) Vou trabalhar no evento do volei de praia.	1.0	Positivo	Positivo	Negativo	Positivo
@eutanasiia pela lei das médias amanhã será um dia fantástico. Pode me cobrar rs	1.0	Positivo	Positivo	Positivo	Positivo
@NiggaBrazilian que bom ❤️	1.0	Positivo	Negativo	Positivo	Positivo
Navas, fantástico	1.0	Positivo	Positivo	Positivo	Positivo
O cara que cuida das musicas q a Globo usa nos programas tem um gosto musical excelente, pelo menos nisso essa emissora faz valer	1.0	Positivo	Positivo	Positivo	Positivo
Mais tá um frio maravilhoso	1.0	Positivo	Positivo	Positivo	Positivo
@AdoGalvao uau!! Claro	1.0	Positivo	Positivo	Positivo	Positivo
Ate que gostei do mario marques hahahaha	1.0	Positivo	Positivo	Negativo	Positivo
minha vizinha ta gostando do shawn pelo menos uma com bom gosto	1.0	Positivo	Negativo	Positivo	Positivo
Adoro todos os dias que durmo com ele	1.0	Positivo	Positivo	Positivo	Positivo
@matatias @cicatricu AHHAHAHAHAHAHHAHAHA que maravilhoso	1.0	Positivo	Positivo	Positivo	Positivo
"Vive a vida até ao fim da corrida, põe-te de pé e grita bem alto ""eu estou vivo, e vivo"""	1.0	Positivo	Positivo	Negativo	Positivo
sony eu te amo	1.0	Negativo	Positivo	Negativo	Negativo
Fuller House ta tão bom meu deus quero ver tudo hoje	1.0	Positivo	Negativo	Positivo	Positivo
@Super_Mathur GRAVITY FALLS É 100SACIONAL, MELHOR DESENHO DIGASSE DE PASSAGEM, CHOREI D+++++ NO FINAL	1.0	Positivo	Positivo	Positivo	Positivo
@anajudorigon vem pra santa catarina!!	1.0	Positivo	Positivo	Positivo	Positivo
@ famosinho do saite fazendo campanha para as pessoas beberem água   Que dia maravilhoso	1.0	Positivo	Positivo	Positivo	Positivo
Sentir esse cheirinho d costelinha e a minha n chegar nunca, mds i love outback	1.0	Positivo	Positivo	Positivo	Positivo
vo pegar um ps4 amanhã,, bateu sdd de jogar um fifa	1.0	Positivo	Negativo	Positivo	Positivo
@justineiwa as musicas ela tudo maravilhoso,já tentei tantas vezes ser notada por ela mas nunca consegui	1.0	Positivo	Positivo	Positivo	Positivo
gosta de hambúrguer? #askmagcult	1.0	Negativo	Negativo	Negativo	Negativo
@MailuCecilio meu amor, vc não sabe como é bom saber que eu tenho uma parceira como vc. Eu te amo minha preta. ❤#amorpravidainteira	1.0	Negativo	Positivo	Positivo	Positivo
@94OOHBOY Me chama de loja da boticário gato pq tu passa por mim e sente de longe o perfume nnnn	1.0	Negativo	Positivo	Negativo	Negativo
MUITO GATO DEMAIS PARABÉNS	1.0	Positivo	Positivo	Positivo	Positivo
Danço mesmo ta achando ruim não olha	1.0	Negativo	Negativo	Negativo	Negativo
@emandias olha ae...como a gente nao pensa tao diferente assim. Lado positivo disso tudo é q tem muita gente se interessando pela política++	1.0	Positivo	Negativo	Positivo	Positivo
Maju tá vindo pro Rio de Janeiro 😕	1.0	Negativo	Negativo	Positivo	Negativo
Enquanto #Nadal não mudar de técnico não voltará ao top 3. O jogo dele está cada vez mãos fácil se ser lido #bandsports #tenis #tennis	1.0	Positivo	Negativo	Negativo	Negativo
@gustavovillani ele é craque, Villani! Você também, excelente narrador, ótima transmissão!	1.0	Positivo	Positivo	Positivo	Positivo
@jiminmerofa amo e não vivo sem	1.0	Positivo	Positivo	Positivo	Positivo
Sabe, não me presto a ir na TL de ninguémmmmm tentando convencer o quanto a AP é marvilhosaaaaaaaa e todo um sucesso.	1.0	Positivo	Positivo	Positivo	Positivo
@scarIetwich kkkkkkkkkk te amo viu	1.0	Positivo	Positivo	Positivo	Positivo
@henrique_th1 Que esteja aberto a pré temporada de preparação para o maior clássico do rio de janeiro, seguido de Vasco x flamengo	1.0	Negativo	Negativo	Positivo	Negativo
Meu dentista cantando mpb, rock antigo é fantastico	1.0	Positivo	Positivo	Positivo	Positivo
eu te amo muito, muito mesmo @92KINGARTHUR	1.0	Positivo	Positivo	Positivo	Positivo
@paravertudo É interessante. Comecei a ver agora	1.0	Positivo	Negativo	Positivo	Positivo
Excelente o curso de android oferecido pelo #gdgmaceio #devstudyjam. Valeu @rachidcalazans e @brunodles	1.0	Positivo	Positivo	Positivo	Positivo
@Torres jogou para o coletivo... Fez um excelente papel para o time #derbidebate	1.0	Positivo	Negativo	Positivo	Positivo
Todos ansiosos. Sim ou claro?	1.0	Positivo	Positivo	Positivo	Positivo
